@relation train

@attribute eyeball_diff numeric
@attribute eyewhite_diff numeric
@attribute upper_diff numeric
@attribute noselip_bright numeric
@attribute noselip_loc numeric
@attribute lowerc_diff numeric
@attribute lowerx_diff numeric
@attribute lowery_diff numeric
@attribute lowerz_diff numeric
@attribute class {0,1}

@data
15,11,382,167,2,48,11.6875,1.9375,31.354167,1
12,3,377,147,2,30,4.8125,4.375,14.4375,1
1,2,370,161,2,24,2.625,4.125,11.958333,1
3,6,429,160,2,21,2.25,2.1875,5.0625,1
11,6,656,209,3,38,13.5625,18.9375,38.104167,1
13,2,649,215,3,22,15.0625,20.625,41.458333,1
3,4,272,213,2,55,4.75,4.0625,21.208333,1
2,1,177,213,2,46,4.0625,11.0625,35.395833,1
1,4,133,202,2,46,3.3125,8.6875,27.666667,1
3,1,251,209,2,27,5.375,4.25,23.8125,1
4,2,433,180,2,19,1.5625,4,2.9375,1
4,2,202,181,2,26,1.4375,1.25,4.770833,1
11,8,416,184,2,40,4.9375,3.75,14.4375,1
12,11,528,180,2,16,6.625,2.5625,0.604167,1
6,15,143,160,2,9,4.3125,8,3.5,1
10,7,461,167,2,16,3.6875,8.875,6.541667,1
11,6,221,164,2,16,4.5,9.0625,1.9375,1
7,12,340,167,2,7,3.5,7.375,5.270833,1
10,9,194,168,3,12,7.9375,9.125,28.145833,1
6,4,293,162,3,44,9,7.875,31.270833,1
8,5,17,212,2,13,8.6875,3.5,24.333333,1
0,7,346,215,2,18,10.4375,5.375,33.0625,1
27,4,7,211,2,30,2.75,5.1875,8.291667,1
31,2,107,211,2,2,4.75,8.4375,30.583333,1
5,6,53,147,3,23,7.4375,1,12.166667,1
0,9,54,147,3,4,10.3125,4.625,5.541667,1
3,12,1097,170,2,2,2.5,7.875,3.9375,1
5,6,813,159,2,1,1.4375,9.875,3.75,1
1,8,1290,162,2,24,0,8.125,13.25,1
5,19,640,218,2,12,5.5625,9,21.479167,1
5,3,173,207,3,5,9.375,7.5,34.708333,1
3,6,58,221,3,15,7.125,6.5625,27.208333,1
5,1,790,212,2,22,8.625,11.625,35.625,1
5,13,909,203,2,11,7.625,7.6875,20.395833,1
5,8,228,178,3,20,6.4375,35.3125,84.479167,1
4,11,292,186,3,2,7.3125,39.1875,96.458333,1
9,0,71,193,3,24,7.5625,34.6875,87.458333,1
8,2,424,177,3,13,7.0625,40.5625,98.229167,1
6,1,202,182,2,9,6.6875,35.625,92.25,1
0,4,29,204,3,12,3.25,31.375,75.020833,1
4,4,100,187,2,12,6.3125,31,82.791667,1
1,4,405,184,2,5,7.25,40.25,105.104167,1
6,52,1313,141,2,4,14.3125,11.9375,29.708333,1
11,49,1654,144,2,7,13.3125,11.75,42.8125,1
12,11,1330,142,2,6,12.6875,12.1875,23.291667,1
10,44,1127,157,2,7,15.1875,11.4375,29.895833,1
4,15,1160,156,2,31,13.25,10.25,31.104167,1
2,32,1447,153,2,12,11.9375,12.125,23.8125,1
4,1,724,225,2,6,1.6875,14,18.729167,1
6,6,262,216,3,2,1.1875,8.9375,22.145833,1
8,0,217,212,2,11,0.6875,14.3125,29.979167,1
6,10,126,224,2,17,0.625,3,18.895833,1
0,5,673,225,2,4,1.3125,11.4375,25.625,1
10,3,824,224,2,20,11.3125,3.4375,23.25,1
20,3,804,224,2,12,6.9375,15.9375,37.520833,1
13,3,850,222,2,7,1.125,9.1875,3.25,1
26,4,891,223,2,2,1.375,5.4375,3.041667,1
3,4,875,221,2,4,0,18.6875,19.041667,1
12,3,822,232,2,2,1.5625,7.25,1,1
1,2,453,211,1,12,3.5625,1.5,18.604167,1
8,0,230,206,1,14,1.125,3.5,0.083333,1
11,7,420,206,1,7,4.1875,2.125,22.583333,1
2,3,471,216,1,15,8.625,0.1875,27.958333,1
2,1,720,214,1,75,3.9375,0.3125,18.0625,1
7,2,333,210,2,5,0.1875,1.0625,1.875,1
3,5,837,236,3,17,8.25,4.1875,9.875,1
10,4,940,234,3,14,6.625,16.9375,32.104167,1
10,4,680,238,3,19,7.5625,0.9375,8.145833,1
6,0,644,235,3,27,7,15.3125,43.395833,1
5,19,145,224,2,17,0.5,13.25,43.8125,1
2,0,80,221,2,22,2.125,12.75,37.291667,1
4,1,45,223,2,30,1.6875,10.8125,38.708333,1
10,1,610,233,2,33,1.0625,15,43.395833,1
5,1,564,231,2,17,3.5625,13.1875,31.333333,1
3,1,61,192,2,2,0.875,6.875,22.395833,1
10,2,241,187,2,13,0.6875,6.125,21.604167,1
11,2,72,190,2,6,5.5,5.9375,23.208333,1
1,2,28,192,2,3,5.125,7.3125,27.125,1
23,0,114,191,2,15,4.625,9.875,37.895833,1
18,3,222,217,3,21,1.8125,15.375,28.145833,1
9,3,120,222,3,32,2.5,8.8125,22.791667,1
14,4,162,223,2,32,9.5625,2.0625,7.604167,1
27,4,143,227,2,11,10.625,0.625,17.958333,1
3,2,34,226,2,37,8.125,0.25,12.291667,1
30,0,698,218,2,10,9.25,2.75,0.520833,1
6,2,12,225,2,17,3.4375,3.4375,13.875,1
13,1,333,225,2,21,0.375,8.375,44.583333,1
12,5,347,219,2,43,5.5,2.25,9.895833,1
14,6,592,216,2,20,4.5625,9.75,27.75,1
13,6,317,209,2,20,8.5,0.4375,11.354167,1
8,3,525,216,2,5,5.625,5.5,13.770833,1
14,7,658,216,2,4,4.75,7.875,18.541667,1
5,6,168,219,2,16,2.4375,24.6875,62.166667,1
4,2,164,218,2,14,3.875,22.5625,50.416667,1
6,2,209,206,1,20,1.5,17.0625,45.354167,1
9,2,31,210,2,5,0.1875,21.75,62.8125,1
17,6,370,224,2,16,6.875,20.8125,75.708333,1
10,3,34,208,2,15,0.375,20.125,57.375,1
1,42,2471,145,3,6,20.3125,17,40.479167,1
3,55,2429,146,3,3,20.5625,19.9375,45.875,1
4,50,2410,144,3,3,19.25,12.5,29.854167,1
0,46,2344,127,3,44,22.9375,13.1875,38.5,1
2,24,2239,130,3,42,23.0625,15.3125,42.020833,1
4,56,2516,126,3,46,20.625,16,36.145833,1
3,41,2429,127,3,43,21.625,8.25,24.833333,1
6,43,3011,155,3,34,11.8125,17.125,12.875,1
3,48,2758,156,3,39,11.625,20.0625,23.104167,1
16,43,3364,156,4,35,14.3125,14.4375,8.479167,1
19,48,3538,156,4,38,12.5,20.5,20.333333,1
18,36,2392,171,3,45,14.3125,15.9375,30.291667,1
7,34,2379,173,3,31,17.1875,13.8125,29.5625,1
1,36,2765,170,4,3,14.625,13.9375,18.270833,1
8,35,3082,171,4,6,11.8125,15.5,14.666667,1
3,74,2645,154,3,40,12,21.6875,37.895833,1
0,36,2595,155,3,37,11.4375,22.625,43.5,1
0,52,2258,163,3,46,17.9375,25.6875,61.958333,1
17,55,1823,161,3,25,16.3125,26.125,58.833333,1
2,35,2958,173,3,53,22.625,32.3125,92.041667,1
5,53,2903,174,3,48,22.0625,25,66.4375,1
5,22,2988,169,3,55,21.9375,36.5,103.395833,1
4,36,2746,177,3,54,21.875,32.8125,87.583333,1
6,21,2783,176,3,55,17.875,37.5625,87.0625,1
0,19,2143,140,3,40,14.5,10.4375,23.0625,1
2,18,1907,139,3,40,13.1875,12.5,20.3125,1
3,18,1894,135,3,37,14.125,13.8125,27.25,1
0,24,2220,141,3,22,13.8125,11.25,18.354167,1
3,24,1982,141,3,37,14.1875,14.4375,24.479167,1
1,26,2005,137,3,29,15.75,14.75,30.145833,1
1,24,2401,161,3,14,24.125,16,27.208333,1
14,45,2123,158,3,46,21.8125,18.4375,30.791667,1
10,6,2686,159,3,21,22.5,13.6875,15.291667,1
4,39,2148,159,3,40,30.125,22.3125,69.083333,1
13,18,2689,161,3,44,27.25,12.9375,30.645833,1
24,48,3449,159,3,60,25.375,22.0625,41.479167,1
4,43,3578,158,3,61,27.3125,19,41.791667,1
14,36,3542,159,3,64,27.125,20.3125,42.895833,1
3,42,3574,148,3,71,28.6875,22.125,51.791667,1
13,56,3484,148,3,74,27.8125,22.25,47.979167,1
14,57,3774,148,3,55,29.1875,24.25,58.166667,1
20,26,3400,162,3,58,23.6875,22.625,47.291667,1
2,21,3459,158,3,61,24,19.875,47,1
20,25,3618,155,3,61,24.1875,21.3125,52.0625,1
4,33,3156,152,3,38,25.375,15.125,42.3125,1
7,23,3177,151,3,30,21.9375,14.6875,44.083333,1
6,15,2357,127,3,45,22.8125,19.1875,69.583333,1
2,13,2151,125,2,47,24,20.625,67.979167,1
12,12,2174,124,2,51,23,13.25,49.541667,1
10,13,2118,124,2,33,24.25,20.1875,69.354167,1
10,16,2125,124,2,43,24.1875,10.6875,54.0625,1
6,23,2350,128,2,32,21.75,30.8125,80.25,1
8,19,2417,128,2,35,21.5,31.4375,80.229167,1
10,32,2423,134,3,44,13.25,19,65.666667,1
10,21,2182,134,3,0,13.75,25.6875,81.208333,1
9,32,2517,134,3,39,18.3125,27.125,74.145833,1
22,46,4488,184,3,61,15.9375,29.625,55.833333,1
9,45,4763,182,3,45,17.0625,32.8125,61.395833,1
21,41,3903,175,2,7,23.25,27.6875,69.020833,1
18,38,4145,175,2,46,23.4375,25.625,52.875,1
15,39,4310,175,2,43,22.9375,21.25,39.041667,1
2,24,13,139,2,38,16.125,15.4375,29.791667,1
0,12,1209,149,2,27,12.875,5.9375,9.166667,1
3,14,1110,148,2,28,14.5625,10,23.1875,1
4,23,1261,144,2,19,8.25,6.8125,4.479167,1
5,17,1383,143,2,13,9.75,6.9375,1.8125,1
2,21,1296,144,2,22,9.625,9.8125,10.5,1
5,28,1306,151,2,12,10.5,12.625,26.333333,1
3,21,1267,148,2,12,9.875,5.3125,6.583333,1
0,19,1180,152,2,10,11.4375,9,22.3125,1
2,27,1420,152,2,5,9.4375,5.8125,4.333333,1
4,25,1712,150,3,28,8.9375,7.125,4,1
7,25,1523,151,3,12,8.0625,8.6875,10.625,1
2,16,1646,150,3,17,5.625,1.25,12,1
10,31,1681,151,3,3,4.0625,13.5625,46.833333,1
6,17,1753,148,3,9,6.3125,1.0625,18.4375,1
9,20,1658,150,3,13,7.375,8.5,8.916667,1
8,14,1574,162,3,8,0.4375,2.9375,23.4375,1
5,18,1280,154,3,5,2.25,1.4375,8.5,1
1,9,1492,163,3,3,0.5,7.25,35.729167,1
1,7,1558,163,3,5,0.3125,3.625,12.583333,1
5,16,1598,163,3,1,2.1875,0.5625,20.979167,1
1,18,649,95,2,2,3.5625,24.375,34.125,1
2,17,420,101,3,12,3.9375,20.1875,38.604167,1
14,24,70,180,3,17,12.625,17.9375,38.270833,1
11,25,545,175,3,41,10.125,9.0625,11.145833,1
1,26,900,201,3,12,16.125,10.375,25.395833,1
3,28,624,200,2,11,19,11.75,36.291667,1
2,27,11,204,2,10,14.375,10.6875,30.458333,1
11,24,1041,170,3,27,12.4375,8.75,28.083333,1
13,27,716,170,3,3,11.875,10.125,32.8125,1
16,28,589,167,3,48,11.8125,11.875,32.0625,1
0,13,664,198,3,3,15.0625,13.4375,33.333333,1
0,12,109,192,2,25,13.25,12.8125,27.020833,1
3,3,876,203,2,46,2.8125,5.625,15.083333,1
7,1,942,203,2,6,6.5625,10.75,8.666667,1
4,8,1244,202,2,22,2.75,1.375,22.083333,1
5,3,364,212,2,9,2.25,2.375,5.5,1
4,1,298,212,2,19,1.25,1.75,5.3125,1
3,2,919,208,3,14,6.875,3.25,34.791667,1
4,3,309,211,2,16,0.5625,2.1875,14.9375,1
12,14,2816,142,3,21,11.5,6.5,9.9375,1
18,17,3511,141,3,13,11.75,4.9375,15.958333,1
17,24,3359,144,2,34,14.1875,11.6875,26.6875,1
22,24,2865,141,2,39,13.6875,10.6875,21.5,1
22,31,3018,148,3,48,14.25,9.625,18.9375,1
14,31,3422,144,2,37,14.625,6.625,13.166667,1
15,25,3125,148,3,21,15.125,8.3125,23.020833,1
9,34,1136,132,3,28,7.75,1.625,2.770833,1
0,27,1005,131,3,10,6.5625,1.1875,9.9375,1
3,26,728,135,3,26,7.25,1.5,7.083333,1
3,17,728,126,3,12,3.6875,6.0625,9.770833,1
4,22,811,124,3,2,2.25,2.25,5.104167,1
5,15,1696,104,3,0,4.125,3.375,4.916667,1
6,13,1697,109,3,13,4.0625,4.5,4.020833,1
6,19,1591,105,3,2,4.5625,3.375,4.6875,1
10,20,1687,111,3,2,7.6875,5.9375,3.5,1
7,9,1510,108,2,18,9.625,4.0625,0.6875,1
12,15,1512,108,2,19,9.5,6,5,1
3,10,1728,107,2,18,11.125,6.5625,11.854167,1
2,13,1658,129,2,23,14,11.125,63.729167,1
2,11,1498,129,2,26,13.4375,12.625,35.0625,1
1,11,1420,122,2,46,11.75,10.3125,39.854167,1
8,14,1658,124,2,5,12.9375,8.3125,50.458333,1
1,40,1788,133,3,14,7.375,4.8125,7.708333,1
5,26,1465,157,2,24,11.1875,7.4375,10.125,1
4,17,720,145,2,1,5.8125,4.8125,16.229167,1
1,13,731,145,2,12,5.3125,4.75,16.25,1
2,17,819,143,2,15,6.3125,4.8125,17.625,1
6,4,823,134,2,8,7.125,6.375,9.1875,1
5,13,951,131,2,47,11.5625,7,26.916667,1
2,2,1072,130,2,49,9.5625,13.0625,31.041667,1
26,2,95,183,2,60,7.5625,6.4375,37.0625,1
21,10,496,185,1,53,2.125,17.125,33.458333,1
18,12,1462,182,2,27,18.375,28.9375,56.6875,1
18,4,1234,181,2,30,18.3125,30.4375,65.145833,1
13,24,3829,151,1,30,19.1875,39.75,60.958333,1
10,19,3513,155,2,51,25.375,38.9375,71.958333,1
32,23,3869,156,1,46,23,41.5,69.520833,1
8,20,3725,164,1,46,20.5,33.8125,56.145833,1
12,32,2886,148,2,90,30.375,27.625,71.0625,1
12,29,3107,148,2,32,26.75,38,85.291667,1
0,27,2988,152,2,68,24.5625,28.25,54.3125,1
8,7,2089,138,1,37,11.1875,21.3125,29.895833,1
17,14,2145,134,1,35,13.6875,25,24.645833,1
15,6,2159,141,1,38,14.625,17.75,31.6875,1
2,17,2273,136,1,23,11.5,24.875,21.604167,1
2,6,958,121,1,38,3.375,5.6875,10.375,1
5,2,899,118,1,18,1.875,11.3125,25.083333,1
5,0,475,118,1,13,0.625,1.75,5.520833,1
1,14,864,121,2,33,3.25,13.125,34.875,1
7,11,789,123,2,33,2.8125,10.1875,24.854167,1
1,10,931,123,2,24,4.3125,7.875,18.5625,1
4,116,2168,115,1,25,4.75,11.5,3.958333,1
13,97,2294,112,1,13,6.6875,5.4375,12.770833,1
11,111,2040,113,2,30,3.3125,3.25,27.895833,1
9,78,2102,109,2,24,11.5625,15.1875,25,1
14,114,2152,109,2,29,13.9375,5.6875,1.354167,1
7,7,512,86,2,18,5.125,8.3125,14.020833,1
4,8,691,86,2,19,6.9375,0.75,20.875,1
6,10,669,92,2,22,6.8125,3.5,27.166667,1
1,2,164,75,2,10,3.0625,9,3.479167,1
6,12,305,76,2,6,2.9375,5.3125,33.625,1
2,6,227,76,2,9,3.125,7.75,13.5625,1
2,5,166,76,2,5,2.375,7.6875,22.458333,1
1,34,3431,192,2,63,21.1875,27.5625,35.666667,1
41,21,3628,191,2,48,20.1875,38.875,62.520833,1
14,22,3588,192,2,50,19.25,36.3125,52.229167,1
11,34,2817,181,2,27,23.75,18.75,42.4375,1
30,32,2936,181,2,23,22.0625,26.875,59.604167,1
2,13,3802,180,2,84,29.875,29.9375,54.708333,1
22,15,3754,178,2,50,24.375,41.4375,59.3125,1
0,21,4177,181,2,63,30.125,37.9375,78.9375,1
14,16,3473,179,1,18,21.1875,37.125,58.895833,1
21,10,3395,180,1,7,26.8125,42.3125,81.6875,1
24,16,3878,164,1,86,29.9375,32.75,84.416667,1
35,42,4540,172,1,52,27.5625,34.875,76.770833,1
14,5,4016,156,1,34,23.4375,30.9375,59.645833,1
20,4,4196,178,1,25,17.0625,42.6875,66.166667,1
28,42,3770,161,2,56,33.8125,31.0625,88.6875,1
8,0,1615,155,2,39,20.875,9.9375,11.0625,1
3,5,1810,150,2,40,20.5625,17.25,28.520833,1
3,4,1832,144,2,27,20.9375,20.6875,39.8125,1
5,22,2190,139,2,18,22.3125,24.8125,55.3125,1
10,11,2273,139,2,36,18.75,34.75,67.479167,1
8,8,2114,135,2,9,20.5625,23.75,39.145833,1
6,28,2363,140,2,45,19.5,34.5,72.395833,1
7,9,1842,147,2,4,10.8125,14,23.0625,1
0,9,932,85,2,12,6.4375,9.375,32.75,1
3,22,915,84,2,13,5.25,7,33.9375,1
1,13,927,90,1,14,7.125,12.25,26.875,1
2,14,987,80,1,21,7.125,2.6875,1.770833,1
15,2,2581,168,1,20,4.3125,19.0625,7.020833,1
12,6,3113,165,1,2,9.625,18.75,24.9375,1
19,3,2137,167,1,7,9.125,11.3125,11.854167,1
12,2,2097,166,1,23,6.625,20,14.625,1
12,2,2097,166,1,23,6.625,20,14.625,1
7,28,2791,148,1,10,8.6875,31.125,54.041667,1
7,30,2062,142,1,14,11.3125,23.0625,31.208333,1
3,24,1883,159,1,60,8.75,19.8125,23.791667,1
7,55,2145,141,0,42,6.5,24.9375,13.25,1
6,41,2338,144,0,29,8.6875,30.9375,35.833333,1
6,2,412,147,3,22,7.1875,2.4375,15.5,1
6,15,268,147,3,20,7.25,11.875,11.520833,1
10,1,625,146,3,22,6,6,5.541667,1
4,11,80,151,3,15,6.125,7,3.208333,1
9,10,408,151,3,5,4.9375,5.125,7,1
15,20,394,133,2,13,9.3125,12.25,20.416667,1
13,15,620,109,2,7,5.5,13.3125,15.0625,1
11,2,849,181,2,8,9.75,28.0625,77.333333,1
14,1,1315,179,1,41,8.5,36.375,94.208333,1
15,1,1321,181,1,15,5.0625,22,46.5625,1
1,3,1139,176,2,2,11.0625,20.3125,54.333333,1
1,3,1232,176,2,11,6.75,27.8125,67.208333,1
1,10,1477,182,1,14,10.9375,26.75,67.291667,1
10,8,846,164,2,11,6.25,13.9375,28.9375,1
18,6,716,164,2,9,6.0625,15,33.145833,1
11,13,1710,169,1,10,10.125,19.6875,25.083333,1
4,11,1668,165,1,14,10.125,28.3125,35.8125,1
2,2,805,102,2,7,5.8125,12.8125,2.083333,1
1,3,1168,101,1,10,3.625,11.3125,2.291667,1
2,1,501,98,2,9,8,13,13.458333,1
0,3,573,97,2,8,7.75,18,1.5,1
14,19,2737,153,2,59,18.6875,19.6875,37.416667,1
16,61,2616,152,2,48,17.0625,26.875,38.5625,1
5,44,2804,145,2,58,17.375,27.6875,47.375,1
5,40,2644,153,2,36,17.5,19,29.895833,1
6,1,845,145,1,54,16,9.875,13.729167,1
8,0,678,144,1,49,14.8125,15.4375,13.625,1
7,16,771,101,2,18,10.1875,8.125,18.520833,1
6,12,587,99,2,17,9.5,8.0625,20.395833,1
10,19,1105,100,4,12,8.875,9.4375,18.8125,1
10,21,1315,98,2,23,8.625,11.75,22.083333,1
10,44,2769,128,1,40,20.6875,30.25,61.125,1
8,39,3014,130,1,48,23.5,30.4375,66.041667,1
13,22,2339,125,2,2,19.5,23.1875,50.604167,1
13,30,1980,126,1,6,19.6875,23.4375,55.520833,1
5,27,2375,126,2,23,18.0625,32,70.479167,1
4,16,2524,126,2,4,18.5,24.5625,49.270833,1
4,26,2081,160,1,22,16.6875,20.75,33.958333,1
6,15,2230,160,1,34,20.75,15.8125,34.479167,1
2,20,1707,159,1,30,18.3125,18.6875,41.208333,1
12,28,2158,147,1,4,13.5625,24.0625,34.541667,1
10,21,2258,151,1,1,13.25,28.25,37.458333,1
5,64,2121,147,2,24,21.5,25,51.083333,1
11,46,1718,142,2,32,24.6875,21.4375,57.958333,1
11,10,2005,159,2,37,24.8125,25.375,59.5,1
11,15,2140,160,2,15,21.875,28.8125,61.5625,1
7,53,3266,147,1,20,24.375,31.125,91.3125,1
21,7,3324,142,1,9,19.9375,27.8125,73.895833,1
21,11,3411,155,1,18,22.5,27.5625,74.291667,1
12,12,3089,155,1,5,22.375,31.3125,87.958333,1
17,16,3084,151,1,3,20.6875,30.5625,80.541667,1
25,12,3214,145,1,11,22.125,29.9375,86.25,1
14,4,1386,109,1,3,8.6875,12.125,18.708333,1
0,17,1486,112,1,21,9.5625,15.1875,27.291667,1
4,16,2717,156,2,44,22.3125,28.0625,43.895833,1
13,11,2815,155,2,43,22.5,33.5,34.583333,1
1,3,2075,156,2,68,23.0625,20,38.604167,1
20,2,2065,156,2,64,19.6875,26,30.8125,1
13,27,2921,177,2,83,36.3125,23.5625,82.5,1
5,18,2565,182,2,82,36.1875,22.625,80.458333,1
17,44,3427,167,2,43,32.8125,28.8125,83.458333,1
16,17,1814,141,2,41,16.3125,6.9375,0.1875,1
5,14,2216,135,1,11,11.8125,8.1875,2.520833,1
12,12,2092,139,2,49,22.9375,10.875,29.645833,1
14,17,1949,140,2,45,24.25,19.75,58.0625,1
12,11,2167,139,2,44,22.4375,12.3125,30.291667,1
15,17,2086,146,0,45,6.75,14.75,22.458333,1
5,9,2222,153,0,48,6.0625,7.3125,8.208333,1
3,19,2502,145,1,31,18.375,21.75,56.770833,1
3,14,2508,145,1,35,18.9375,22,66.104167,1
3,17,2681,117,2,40,14.125,14.875,16.166667,1
3,13,2693,117,2,48,15.875,19.5625,35.125,1
4,12,2553,109,2,41,17.6875,20.5,41.125,1
7,19,2718,123,2,37,24.4375,24.875,61.020833,1
12,17,2994,119,2,49,23.25,26.5,56.541667,1
10,5,2683,159,2,26,9.1875,27.875,37.5625,1
3,15,1384,90,3,19,11.9375,4.0625,16.3125,1
9,11,1415,85,3,4,9.9375,0.8125,6.083333,1
3,10,1310,92,3,14,13.125,7.375,27.791667,1
2,10,1266,87,2,28,11.8125,6.9375,23.625,1
6,12,1284,87,2,30,10.9375,4.1875,16.1875,1
5,30,1220,106,3,3,7.1875,2.375,1.3125,1
4,16,1202,106,3,5,5.75,5.4375,0.625,1
5,32,1129,101,2,10,4.9375,1.5,10.958333,1
5,26,1227,100,3,12,8.375,7.25,9.083333,1
4,18,1338,99,3,10,8.5,3.125,5.458333,1
0,19,1247,94,2,5,11.4375,7.5,25.3125,1
1,16,1342,94,2,21,7.5625,0.125,3.291667,1
1,11,895,96,2,17,11.6875,7.375,23.958333,1
1,15,1246,93,2,10,12.5625,7.5625,25.979167,1
1,11,1180,93,2,20,12.375,9,28.4375,1
1,13,1239,93,2,13,10.625,4.625,13.041667,1
5,13,1257,111,3,16,14.875,1.125,1.208333,1
2,12,1155,113,3,22,15.0625,1.0625,8.125,1
1,14,1363,114,3,3,16.5625,1.75,5.3125,1
9,16,1129,118,3,4,15.375,2.4375,18.458333,1
3,13,1394,118,3,0,17.75,1.8125,25.104167,1
18,43,2916,148,2,54,21.8125,15.875,31.729167,1
13,40,3674,150,3,54,20.5,13.625,24.729167,1
14,31,2949,147,2,31,24.4375,18.375,38,1
7,34,3951,153,3,31,20.125,19.0625,29.5625,1
3,8,312,198,2,25,7.9375,9.6875,38.604167,1
6,10,24,195,2,22,7.8125,9.6875,41.395833,1
2,12,1813,173,3,49,15.125,15.3125,23.041667,1
4,11,2133,171,3,50,14.9375,12.5,10.645833,1
10,2,157,203,2,17,4.25,11.25,39.375,1
14,4,437,205,2,7,2.9375,16.9375,44.833333,1
1,2,100,202,2,31,2.875,10.5,37.3125,1
5,14,1683,173,2,44,17.25,11.5625,23.083333,1
5,16,1586,175,2,51,14.6875,15.125,25.604167,1
8,19,1640,176,2,47,18.0625,11,25.604167,1
6,5,1848,173,2,52,13.5,15.75,22.625,1
5,3,1787,106,4,3,13.125,0.625,6.958333,1
3,4,1674,110,4,6,10.625,10.0625,12.479167,1
0,20,1710,102,4,10,13.5625,1.0625,0.229167,1
9,53,2612,167,3,55,25.6875,18.1875,26.25,1
6,31,1006,161,3,66,26.5625,18.0625,26.375,1
14,31,2178,167,3,50,29.375,16.1875,41.1875,1
10,31,1815,167,3,87,25.5625,16.375,32.104167,1
6,31,1632,167,3,59,25.875,14.0625,24.291667,1
15,30,2403,168,3,87,28.25,17.25,45.979167,1
13,14,2068,168,2,40,22.4375,10.6875,21.083333,1
1,19,1842,141,3,17,14.5,9.1875,15,1
6,18,2024,139,3,30,13.0625,3.625,4.041667,1
4,12,1937,139,3,16,11.625,8.625,5.020833,1
6,13,2052,148,2,19,13,10.125,12.208333,1
2,15,2203,146,2,25,12.5,0.625,14.666667,1
7,37,2172,133,3,20,19.6875,0.3125,9.375,1
11,35,2411,135,3,27,16.25,9.75,16.895833,1
11,31,2406,142,3,22,17.125,11.4375,24.208333,1
11,29,2042,134,3,12,17.3125,1.3125,10.333333,1
6,65,2624,138,3,23,15.1875,11.75,18.833333,1
8,62,2401,134,3,19,14.6875,13.75,22.6875,1
19,65,2423,133,3,4,15.4375,11.0625,19.020833,1
9,52,2607,138,3,29,21.25,14.625,41.625,1
1,64,2281,141,3,45,18.5625,15.25,36.333333,1
20,61,2419,141,3,15,16.6875,13.0625,27.625,1
2,13,563,176,2,27,8.125,1.0625,10.4375,1
2,3,598,177,2,26,9.25,15.4375,32.541667,1
1,9,340,146,2,13,5.5625,17.375,40.708333,1
0,14,387,147,2,10,5.125,11.625,37.979167,1
0,13,764,150,2,28,8.25,1.6875,13.208333,1
0,1,720,149,2,36,7.9375,8.875,26.75,1
33,26,2770,157,3,3,12.1875,7.3125,7.166667,1
29,26,2893,157,3,58,10.4375,15.75,29.770833,1
17,32,3412,156,3,22,8.9375,5.9375,2.666667,1
10,29,2938,151,2,22,13.125,7.8125,9.854167,1
21,31,3787,156,3,20,9.375,9.75,5.208333,1
1,6,1006,117,3,12,4.5,11.0625,27.770833,1
2,1,1143,118,3,11,5,16.4375,45,1
7,6,795,115,3,2,6.9375,12.5,38.75,1
8,7,930,115,3,8,5.75,15.9375,44.541667,1
2,11,539,137,3,24,14.3125,7.5,32.375,1
1,24,206,136,2,39,15.4375,9.875,35.8125,1
4,12,822,135,3,10,16.25,2.6875,20.479167,1
4,8,759,145,3,22,21,10.8125,49.666667,1
0,20,912,144,3,29,21.0625,6.0625,42.541667,1
5,33,2211,143,3,19,10.25,9.125,30.583333,1
16,32,2206,142,3,17,12.5625,7.4375,40.1875,1
2,37,2399,143,3,1,13.0625,6.8125,34.416667,1
9,31,2148,145,3,15,11.5,4,21.729167,1
9,30,1887,136,2,12,9.4375,13.75,35.75,1
4,8,882,105,2,5,3.3125,0.625,1.3125,1
4,21,910,104,2,4,3.375,3.0625,9.625,1
6,20,790,107,2,12,5.5,4.8125,12.520833,1
4,26,956,104,2,5,9.1875,1.9375,5.166667,1
10,8,278,127,3,19,15.75,12.9375,34.375,1
3,10,266,124,3,19,11.3125,12.5,26.916667,1
3,2,250,125,3,35,14.625,8.25,25.25,1
7,0,121,125,2,27,10.125,18,43.354167,1
6,27,721,146,2,11,13,3.8125,9.1875,1
20,36,468,145,3,14,5.6875,1.3125,8.333333,1
1,16,170,142,3,6,12.5,6.5,21.208333,1
17,47,177,140,2,0,5.75,4.9375,1.4375,1
1,19,170,141,3,27,9.125,2.875,2.8125,1
2,28,1218,144,3,10,9.625,4.125,16.708333,1
4,22,1391,145,3,12,6.6875,5.3125,5.916667,1
2,17,1403,143,3,14,4.4375,3.25,14.604167,1
5,24,1214,142,3,38,11.5,2.625,6.458333,1
4,16,1415,127,2,34,11.0625,14.1875,34.229167,1
11,10,1510,128,2,36,9.5,20.6875,43.208333,1
5,22,1476,138,3,24,6.5625,9,19.166667,1
0,7,1647,136,3,12,5.75,12.5,22.708333,1
2,23,1698,136,3,41,13.0625,9.125,10.395833,1
0,33,1356,129,3,27,15.4375,12.75,34.104167,1
9,33,1377,140,3,18,14.4375,5.1875,23.770833,1
10,33,1232,128,3,15,15.3125,5.125,33.583333,1
1,26,1196,126,3,20,13,6.5,19.729167,1
1,37,1307,137,3,3,15.75,5.625,22.229167,1
31,4,759,249,1,29,1.5,20.4375,65.75,1
62,7,675,248,1,12,1.1875,25.25,63.458333,1
